agents,wake_percent,strategy,process,woken,warmup,frames,elapsed_ms,per_frame_ms,condition_calls,action_calls,node_visits,queue_size,checksum,tree_nodes,tree_depth,root_width
100000,1,root,3,1000,1,10,809.805,80.9805,4000000,1000000,10000000,1000,5005000,11,5,2
100000,1,root,4,1000,1,10,780.62805,78.062805,4000000,1000000,10000000,1000,5005000,11,5,2
100000,1,root,5,1000,1,10,785.318,78.5318,4000000,1000000,10000000,1000,5005000,11,5,2
100000,1,root,6,1000,1,10,784.599,78.4599,4000000,1000000,10000000,1000,5005000,11,5,2
100000,1,root,7,1000,1,10,793.225,79.322495,4000000,1000000,10000000,1000,5005000,11,5,2
100000,1,resume,1,1000,1,10,243.809,24.380901,0,1000000,1000000,1000,5005000,11,5,2
100000,1,resume,2,1000,1,10,232.623,23.2623,0,1000000,1000000,1000,5005000,11,5,2
100000,1,resume,3,1000,1,10,213.634,21.3634,0,1000000,1000000,1000,5005000,11,5,2
100000,1,resume,4,1000,1,10,229.89499,22.989498,0,1000000,1000000,1000,5005000,11,5,2
100000,1,resume,5,1000,1,10,237.709,23.7709,0,1000000,1000000,1000,5005000,11,5,2
100000,1,resume,6,1000,1,10,237.17099,23.717098,0,1000000,1000000,1000,5005000,11,5,2
100000,1,resume,7,1000,1,10,245.278,24.5278,0,1000000,1000000,1000,5005000,11,5,2
100000,1,event,1,1000,1,10,0.91499996,0.0915,0,10000,10000,1000,5005000,11,5,2
100000,1,event,2,1000,1,10,1.064,0.1064,0,10000,10000,1000,5005000,11,5,2
100000,1,event,3,1000,1,10,0.921,0.0921,0,10000,10000,1000,5005000,11,5,2
100000,1,event,4,1000,1,10,0.856,0.0856,0,10000,10000,1000,5005000,11,5,2
100000,1,event,5,1000,1,10,1.0489999,0.10489999,0,10000,10000,1000,5005000,11,5,2
100000,1,event,6,1000,1,10,0.98899996,0.0989,0,10000,10000,1000,5005000,11,5,2
100000,1,event,7,1000,1,10,1.018,0.1018,0,10000,10000,1000,5005000,11,5,2
100000,1,state_machine,1,1000,1,10,0.114,0.0114,0,10000,0,1000,5005000,11,5,2
100000,1,state_machine,2,1000,1,10,0.117000006,0.011700001,0,10000,0,1000,5005000,11,5,2
100000,1,state_machine,3,1000,1,10,0.108,0.0108,0,10000,0,1000,5005000,11,5,2
100000,1,state_machine,4,1000,1,10,0.113000005,0.0113,0,10000,0,1000,5005000,11,5,2
100000,1,state_machine,5,1000,1,10,0.105,0.0105,0,10000,0,1000,5005000,11,5,2
100000,1,state_machine,6,1000,1,10,0.109,0.0109,0,10000,0,1000,5005000,11,5,2
100000,1,state_machine,7,1000,1,10,0.111,0.0111,0,10000,0,1000,5005000,11,5,2
100000,10,root,1,10000,1,10,763.83,76.383,4000000,1000000,10000000,10000,500050000,11,5,2
100000,10,root,2,10000,1,10,754.99304,75.499306,4000000,1000000,10000000,10000,500050000,11,5,2
100000,10,root,3,10000,1,10,769.618,76.9618,4000000,1000000,10000000,10000,500050000,11,5,2
100000,10,root,4,10000,1,10,784.747,78.4747,4000000,1000000,10000000,10000,500050000,11,5,2
100000,10,root,5,10000,1,10,766.216,76.6216,4000000,1000000,10000000,10000,500050000,11,5,2
